token,symbol,name,exch,instrument_type,lot_size,tick_size,updated_at
17313,LLOYDSME,LLOYDSME,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
1979,LMW,LMW,NSE,,1,1.00,2026-07-05 08:48:17.051738+00
3220,LODHA,LODHA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18232,LORDSCHLO,LORDSCHLO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
758145,LOTUSDEV,LOTUSDEV,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
16807,LOTUSEYE,LOTUSEYE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
22415,LOVABLE,LOVABLE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10590,LOYALTEX,LOYALTEX,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
16863,LPDC,LPDC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11483,LT,LT,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
24948,LTF,LTF,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
13816,LTFOODS,LTFOODS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
17818,LTM,LTM,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
18564,LTTS,LTTS,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2018,LUMAXIND,LUMAXIND,NSE,,1,0.50,2026-07-05 08:48:17.051738+00
14014,LUMAXTECH,LUMAXTECH,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
10440,LUPIN,LUPIN,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
11301,LUXIND,LUXIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2841,LXCHEM,LXCHEM,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
31468,LYPSAGEMS,LYPSAGEMS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2031,M&M,M&M,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
13285,M&MFIN,M&MFIN,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
15017,MAANALU,MAANALU,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
22347,MACPOWER,MACPOWER,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
15151,MADHAV,MADHAV,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762767,MADHAVIPL,MADHAVIPL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4911,MADRASFERT,MADRASFERT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762772,MAFATIND,MAFATIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
21392,MAGADSUGAR,MAGADSUGAR,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
14957,MAGNUM,MAGNUM,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11377,MAHABANK,MAHABANK,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
5239,MAHAPEXLTD,MAHAPEXLTD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17527,MAHASTEEL,MAHASTEEL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
17603,MAHEPC,MAHEPC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
8050,MAHLIFE,MAHLIFE,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
385,MAHLOG,MAHLOG,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2085,MAHSCOOTER,MAHSCOOTER,NSE,,1,1.00,2026-07-05 08:48:17.051738+00
2088,MAHSEAMLES,MAHSEAMLES,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
24538,MAITHANALL,MAITHANALL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
762777,MAJESAUT,MAJESAUT,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
7965,MALLCOM,MALLCOM,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
13352,MALUPAPER,MALUPAPER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
28687,MAMATA,MAMATA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
7420,MANAKALUCO,MANAKALUCO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
7413,MANAKCOAT,MANAKCOAT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
15199,MANAKSIA,MANAKSIA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13796,MANALIPETC,MANALIPETC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
19061,MANAPPURAM,MANAPPURAM,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
25597,MANBA,MANBA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
24823,MANCREDIT,MANCREDIT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11817,MANGALAM,MANGALAM,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2106,MANGLMCEM,MANGLMCEM,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
11884,MANINDS,MANINDS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18226,MANINFRA,MANINFRA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
15380,MANKIND,MANKIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
13753,MANOMAY,MANOMAY,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10227,MANORAMA,MANORAMA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
8167,MANYAVAR,MANYAVAR,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
7227,MAPMYINDIA,MAPMYINDIA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18659,MARATHON,MARATHON,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
4067,MARICO,MARICO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
1328,MARINE,MARINE,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
760204,MARKOLINES,MARKOLINES,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10579,MARKSANS,MARKSANS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
761386,MARSONS,MARSONS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10999,MARUTI,MARUTI,NSE,,1,1.00,2026-07-05 08:48:17.051738+00
199,MASFIN,MASFIN,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2124,MASTEK,MASTEK,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
27047,MASTERTR,MASTERTR,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
21726,MATRIMONY,MATRIMONY,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
19646,MAXESTATES,MAXESTATES,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
22377,MAXHEALTH,MAXHEALTH,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
22428,MAXIND,MAXIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
28906,MAYURUNIQ,MAYURUNIQ,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18866,MAZDA,MAZDA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
509,MAZDOCK,MAZDOCK,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
12686,MBAPL,MBAPL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
758150,MBEL,MBEL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
762782,MCCHRLS-B,MCCHRLS-B,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
22360,MCL,MCL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29482,MCLOUD,MCLOUD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
31181,MCX,MCX,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
11956,MEDANTA,MEDANTA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
21705,MEDIASSIST,MEDIASSIST,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
6278,MEDICAMEQ,MEDICAMEQ,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
9667,MEDICO,MEDICO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
7254,MEDPLUS,MEDPLUS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
760229,MEESHO,MEESHO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
8153,MEGASTAR,MEGASTAR,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
762787,MENNPIS,MENNPIS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762792,MERCANTILE,MERCANTILE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
7242,METROBRAND,METROBRAND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
762797,METROGLOBL,METROGLOBL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
9581,METROPOLIS,METROPOLIS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
24937,MFML,MFML,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2142,MFSL,MFSL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
17534,MGL,MGL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
7886,MHLXMIRU,MHLXMIRU,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17333,MHRIL,MHRIL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2463,MIDHANI,MIDHANI,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
759517,MIDWESTLTD,MIDWESTLTD,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
25897,MINDACORP,MINDACORP,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18049,MINDTECK,MINDTECK,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4394,MIRZAINT,MIRZAINT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
18562,MITTAL,MITTAL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
16736,MKPL,MKPL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13844,MMFL,MMFL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
16395,MMP,MMP,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
17957,MMTC,MMTC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
28046,MOBIKWIK,MOBIKWIK,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2229,MODIRUBBER,MODIRUBBER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
759752,MODIS,MODIS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2241,MODTHREAD,MODTHREAD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29423,MOHITIND,MOHITIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
20830,MOIL,MOIL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
3586,MOKSH,MOKSH,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
5394,MOL,MOL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17625,MOLDTECH,MOLDTECH,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
6713,MOLDTKPAC,MOLDTKPAC,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
7679,MONARCH,MONARCH,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
759381,MONEYBOXX,MONEYBOXX,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
5938,MONTECARLO,MONTECARLO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2259,MOREPENLAB,MOREPENLAB,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29459,MOSCHIP,MOSCHIP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4204,MOTHERSON,MOTHERSON,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14947,MOTILALOFS,MOTILALOFS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
20788,MOTISONS,MOTISONS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4503,MPHASIS,MPHASIS,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
10578,MPSLTD,MPSLTD,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2277,MRF,MRF,NSE,,1,5.00,2026-07-05 08:48:17.051738+00
2283,MRPL,MRPL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11919,MSPL,MSPL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
9356,MSTCLTD,MSTCLTD,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
8596,MSUMI,MSUMI,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2294,MTNL,MTNL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
19783,MUFIN,MUFIN,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
20878,MUFTI,MUFTI,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11325,MUKANDLTD,MUKANDLTD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
22980,MUKKA,MUKKA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13511,MUNJALAU,MUNJALAU,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2307,MUNJALSHOW,MUNJALSHOW,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2313,MURUDCERA,MURUDCERA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10415,MUTHOOTCAP,MUTHOOTCAP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
23650,MUTHOOTFIN,MUTHOOTFIN,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
20831,MUTHOOTMF,MUTHOOTMF,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
19015,MVGJL,MVGJL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
759169,MWL,MWL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
20425,NACLIND,NACLIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14702,NAGREEKEXP,NAGREEKEXP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
15360,NAHARCAP,NAHARCAP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13106,NAHARINDUS,NAHARINDUS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14445,NAHARPOLY,NAHARPOLY,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
357,NAM-INDIA,NAM-INDIA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
11627,NARMADA,NARMADA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29583,NATCAPSUQ,NATCAPSUQ,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
3918,NATCOPHARM,NATCOPHARM,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
11065,NATHBIOGEN,NATHBIOGEN,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
6364,NATIONALUM,NATIONALUM,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
762807,NATIONSTD,NATIONSTD,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
13751,NAUKRI,NAUKRI,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
4014,NAVA,NAVA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
14672,NAVINFLUOR,NAVINFLUOR,NSE,,1,0.50,2026-07-05 08:48:17.051738+00
10557,NAVKARCORP,NAVKARCORP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2385,NAVNETEDUL,NAVNETEDUL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2987,NAZARA,NAZARA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
31415,NBCC,NBCC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
19111,NBIFIN,NBIFIN,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2319,NCC,NCC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14490,NCLIND,NCLIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
18371,NDGL,NDGL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
31258,NDL,NDL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14547,NDLVENTURE,NDLVENTURE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
22255,NDRAUTO,NDRAUTO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
11427,NDTV,NDTV,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762812,NEAGI,NEAGI,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
14761,NELCAST,NELCAST,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2388,NELCO,NELCO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
9917,NEOGEN,NEOGEN,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
760346,NEPHROPLUS,NEPHROPLUS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
15409,NESCO,NESCO,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
17963,NESTLEIND,NESTLEIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
17433,NETWEB,NETWEB,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
14111,NETWORK18,NETWORK18,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2406,NEULANDLAB,NEULANDLAB,NSE,,1,1.00,2026-07-05 08:48:17.051738+00
1164,NEWGEN,NEWGEN,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
9867,NEXTMEDIA,NEXTMEDIA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13925,NFL,NFL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10277,NGLFINE,NGLFINE,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
11840,NH,NH,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
17400,NHPC,NHPC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
399,NIACL,NIACL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29487,NIBE,NIBE,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
29733,NIBL,NIBL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11522,NIITLTD,NIITLTD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17747,NIITMTS,NIITMTS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
9253,NILAINFRA,NILAINFRA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
7411,NILASPACES,NILASPACES,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762817,NILE,NILE,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2421,NILKAMAL,NILKAMAL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
6782,NIPPOBATRY,NIPPOBATRY,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
18840,NIRAJISPAT,NIRAJISPAT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2433,NIRLON,NIRLON,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
13300,NITCO,NITCO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13175,NITINSPIN,NITINSPIN,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
3247,NITIRAJ,NITIRAJ,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
762824,NITTAGELA,NITTAGELA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
27097,NIVABUPA,NIVABUPA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2439,NKIND,NKIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
8585,NLCINDIA,NLCINDIA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
15332,NMDC,NMDC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2442,NOCIL,NOCIL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4160,NORBTEAEXP,NORBTEAEXP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
25426,NORTHARC,NORTHARC,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
9007,NOVARTIND,NOVARTIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
756324,NPST,NPST,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
20314,NRAIL,NRAIL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
7553,NRBBEARING,NRBBEARING,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
11239,NSIL,NSIL,NSE,,1,0.50,2026-07-05 08:48:17.051738+00
14180,NSLNISP,NSLNISP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
11630,NTPC,NTPC,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
27176,NTPCGREEN,NTPCGREEN,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10791,NUCLEUS,NUCLEUS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2350,NURECA,NURECA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
18721,NUVAMA,NUVAMA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
5426,NUVOCO,NUVOCO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
6545,NYKAA,NYKAA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
10768,OAL,OAL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
8797,OBCL,OBCL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
20242,OBEROIRLTY,OBEROIRLTY,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
10738,OFSS,OFSS,NSE,,1,1.00,2026-07-05 08:48:17.051738+00
17438,OIL,OIL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
24777,OLAELEC,OLAELEC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
10637,OLECTRA,OLECTRA,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
14853,OMAXE,OMAXE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
24231,OMINFRAL,OMINFRAL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
760865,OMNI,OMNI,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
762432,OMPOWER,OMPOWER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
9939,ONEPOINT,ONEPOINT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
29224,ONESOURCE,ONESOURCE,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2475,ONGC,ONGC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
15278,ONMOBILE,ONMOBILE,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2481,ONWARDTEC,ONWARDTEC,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
21469,OPTIEMUS,OPTIEMUS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
29492,ORCHASP,ORCHASP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
926,ORCHPHARMA,ORCHPHARMA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
10159,ORICONENT,ORICONENT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14346,ORIENTALTL,ORIENTALTL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14278,ORIENTBELL,ORIENTBELL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
30089,ORIENTCEM,ORIENTCEM,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13111,ORIENTCER,ORIENTCER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2972,ORIENTELEC,ORIENTELEC,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2493,ORIENTHOT,ORIENTHOT,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
18208,ORIENTLTD,ORIENTLTD,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
2496,ORIENTPPR,ORIENTPPR,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
24961,ORIENTTECH,ORIENTTECH,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
19931,ORISSAMINE,ORISSAMINE,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
759569,ORKLAINDIA,ORKLAINDIA,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
471,OSWALGREEN,OSWALGREEN,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
756802,OSWALPUMPS,OSWALPUMPS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
14305,OSWALSEEDS,OSWALSEEDS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
759342,PACEDIGITK,PACEDIGITK,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
14413,PAGEIND,PAGEIND,NSE,,1,5.00,2026-07-05 08:48:17.051738+00
25468,PAISALO,PAISALO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17197,PAKKA,PAKKA,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
21383,PALASHSECU,PALASHSECU,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
4055,PANACEABIO,PANACEABIO,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
16292,PANACHE,PANACHE,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
25392,PANAMAPET,PANAMAPET,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
6141,PANSARI,PANSARI,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
5631,PAR,PAR,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
13951,PARACABLES,PARACABLES,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
9741,PARADEEP,PARADEEP,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17130,PARAGMILK,PARAGMILK,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
5911,PARAS,PARAS,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
3972,PARASPETRO,PARASPETRO,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
760351,PARKHOSPS,PARKHOSPS,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
22649,PARKHOTELS,PARKHOTELS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
757955,PASHUPATI,PASHUPATI,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
17029,PATANJALI,PATANJALI,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
11699,PATELENG,PATELENG,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
759439,PATELRMART,PATELRMART,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
759969,PAUSHAKLTD,PAUSHAKLTD,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
6705,PAYTM,PAYTM,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
2649,PCBL,PCBL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
29124,PCJEWELLER,PCJEWELLER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
15377,PDMJEPAPER,PDMJEPAPER,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
5264,PDSL,PDSL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
20621,PENIND,PENIND,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
18365,PERSISTENT,PERSISTENT,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
11351,PETRONET,PETRONET,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
14299,PFC,PFC,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2643,PFIZER,PFIZER,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
22602,PFS,PFS,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
25358,PGEL,PGEL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2535,PGHH,PGHH,NSE,,1,0.50,2026-07-05 08:48:17.051738+00
940,PGHL,PGHL,NSE,,1,0.50,2026-07-05 08:48:17.051738+00
14260,PGIL,PGIL,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
14552,PHOENIXLTD,PHOENIXLTD,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
757754,PICCADIL,PICCADIL,NSE,,1,0.05,2026-07-05 08:48:17.051738+00
2664,PIDILITIND,PIDILITIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
15716,PIGL,PIGL,NSE,,1,0.01,2026-07-05 08:48:17.051738+00
24184,PIIND,PIIND,NSE,,1,0.10,2026-07-05 08:48:17.051738+00
